name,line
Eggman,I AM- I'mmmmmm [his voice turns into Animal's] tired of bein' calm all the god damn time! I wanna live my life! (to Tails) And you! You. (vocals distorted and bass-boosted to near incomprehension) YOU. YOU. I'M SO SICK OF YOU.
Rouge,"It looks like we won, everybody. We... broke him. Finally."
Knuckles,Alright! Do we get to have a big furry orgy now?
Sonic,"Okay, everybody... Let's stop talking about his dick, okay. It looks like all Tetris pieces at once. Thumbs up! To make a long fuckin' story short, I put a whole bag of jellybeans up my-- up my a--(guffaws)"
Amy,Doo do doo do doo...
Amy,What? I feel like there's a pervert here. Nope! No-
Amy,Wait. Iiiii knew it! I'm the pervert! Hooray! [relieved breathing] Okay. [Alfred wheezes]
Amy,Hey Shadow! Whatcha thinkin' 'bout? Thinkin' 'bout peeing on the world? Thinkin' 'bout-
Shadow,More than anything that I've ever thought about in my entire life. [Blue chuckles] Just imagine it. Warm liquids...
Amy,"Well, I have a story for you! When I was a little girl, I used to wet the bed. But that didn't mean it was my bed, 'cause I was a renter. I started renting my first apartment when I was six years old 'cause I'm a self-sufficient woman, and my mom kicked me out for being far too obnoxious. And that's why I... am the TRUE owner of the world. [Another wheeze is heard] That's right. All of that you see before you? Everything the piss touches? That is your kingdom. And you, my son, shall go forth and inherit it."
Shadow,I made a promise to Maria... that I would pee on everything on Earth.
Shadow,Wait. Did I just cry...?
Amy,"Whoa, no, hang on, that's not what I saw in the flashback."
Shadow,I don't give a shit. I'm gonna go pee now.
Ryan,You know what's funny about this?
All,What?
Ryan,Super Sonic.
Penny,No. Stop.
Ryan,[an absolute chortle]
Knuckles,"Man, those balls sure are shakin'."
Sonic,Yeah. I've seen something like that before... but only... y'know... in certain circles.
Knuckles,"FurAffinity, yeah, I know. I-- wha--"
Sonic,"Hey Knuckles, I'm gonna go up and touch 'em."
Knuckles,Yeah me... me too.
Eggman,You shall revel in nothing but destruction. Shadow could've been a true beast- and NOW YOU SHALL DIE!
Ryan,That's actually the story.
Alfred,Is it?
Biolizard,I'M GOING TO VORE YOU IN MY MOUTH.
Shadow,"No, listen, brother, I'm not into this."
Biolizard,"I ATE ALL THE FUNYUNS. COME HERE, BROTHER."
Shadow,No. They're my funyuns.
Biolizard,THEY TASTE LIKE CHERRIES.
Shadow,"Why do they taste like cherries, brother?"
Biolizard,"I DO HOPE YOU TASTE DELICIOUS, NOW COME INTO MY MAAAAAW."
Shadow,I'm going to grind on you.
Biolizard,NOOOO. MY BUTTON! AAAAAAAAAUUUUUUEEEEUOOAAAAAOOOOOOOGHHH!!!
Shadow,That's right. I'm going to take all those ropes you have... and I'm going to make sure there's some knotting going on.
Biolizard,"[In a different, higher-toned voice from being hit] Brother! I need you to stop trying to hit me! Brother! You've reset my voice module button! Brother! AAAAAAAAAAAGGGGhhhh! I gave birth."
Shadow,"Well, time to use these bowels to get up there."
Biolizard,"No, not my babies! AA- [Wookie noise]"
Shadow,There's only one more baby for me to dispose of...
Knuckles,"Oh my god, that was the hottest shit I've ever seen. Aaagh!"
Sonic,"Yeah, I know, it was crazy!"
Knuckles,What is this?
Sonic,It's a pad of some kind...
Knuckles,it looks like a butt.
Shadow,"Alright, Sonic. Let's touch dicks."
Sonic,"Alright. As we know, my dick is on my hand."
Alfred,(rushed) And then they jerk off.
Sonic,"Oh my god, what are we DOING?"
Hayley,Whoa! Whoa!!
Shadow,"Sonic, do you like getting peed on?"
Sonic,"Yes, I do!"
Shadow,Do I have good news for you!
Penny,Woooo! [wheezes]
Sonic,"Whoa, Shadow, you're dehydrated, buddy!"
Shadow,A little bit.
Sonic,What have you been drinking?
Biolizard,I have a question for both of you.
Sonic,What's up?
Biolizard,If I gave Shadow... fifteen apples... and then Amy gives Shadow...
Sonic,Bam!
Biolizard,...another (pained) sixteEEN... and Tails took away three... My question is... what's the total mass of the sun?
Shadow,"As Obama told me, it's THREE!"
Biolizard,You figured it oouuuUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUuuuuuuuuuuuuuuuuuuuuuuuuuuuu u u u u ut...
Sonic,Why does it sound like he's getting farther away.
Penny,This is stupid.
Shadow,This is incredibly dumb.
Sonic,We have to do it together!
Shadow,Let's blow up the moon.
Sonic,Let's blow it up!
Shadow,"Wait, hold on..."
Sonic,"Wait, that's no moon, that's a space station."
Shadow,"Nice reference. I also love Star Trek. Well, good thing all of Sonic's friends were on that ship. Bye."
Sonic,Yep! See ya!
Shadow,"I'm dead for real, I promise..."
Sonic,Shadow didn't deserve to die for his piss.
Amy,"Yeah, he did."
Sonic,But here we are...
Rouge,Are you sure about that?
Sonic,"All of you are responsible... He was a good man, with a good heart..."
Sonic,Take this ring in remembrance of him.
Rouge,I'm gonna eat it.
Sonic,"Please d- I mean you can eat it if you want, but I guarantee that that's... not gonna be... (beat) partake of the ring."
Rouge,"Thank you, Hedgehog Jesus."
Sonic,"Hey, wait a minute. (beat) Doesn't that mean he's gonna come back to life at some point?"
Eggman,"Aw, that piss-lovin' son of a bitch, I'll miss him. (speech becomes slurred) Aw, Tails, hand me another drink."
Tails,"I think you need... a therapist, and not a bottle."
Eggman,"(slurred) I think you need to shut your mouth with your three tails... f- nine-tailed fox Naruto-looking motherfucker. Weeeeeeoooough, gottem! Woo!"
Tails,"God, I wish that were me."
Knuckles,"Now that all this piss and scaly porn's goin' on, you wanna... I don't know..."
Rouge,What?
Knuckles,Get... get high or somethin'... behind a Denny's-
Rouge,"Oh, fu- I thought you'd never ask."
Knuckles,"Yeah... Fumie Kumatani, he knows what's up."
Eggman,"(slurred) Guys. Guys, guys, guys. I gotta... tell you something."
Knuckles,What?
Sonic,"Eggman... stop, okay."
Sonic,You've been broken ever since you spent three years in that building.
Amy,"Sonic. Sonic! Sonic, can I-"
Sonic,What?
Amy,Sonic. Can I jump on that-
Sonic,What?
Amy,Can I jump on that (extended sound) D......?
Sonic,No.
Sonic,"You can't, okay."
Amy,"My shoes... my shoes in my reflection are opaque, bye."
Sonic,"Okay. I don't know what that means but that's fine. Alright, everybody, I'm gonna bounce. I'm gonna go to Chipotle, I'll see you all later! Uh, if-"
Eggman,(slurred) Bring me back a burrito.
Sonic,"Nope. If you want something, go get it yourself, buddy."
Eggman,SONIIIIiiiiic!
Shadow,It feels like every day is the same.
Shadow,"Wake up, look at the Fire in the Sky Festival, be awesome..."
Shadow,...brood. Think about... her. It's so... dull and... lifeless.
Maria,(turns to face the soldiers) Oh shit.
Maria,No!
Shadow,Maria!!
Shadow,"What the hell.. I'm the ultimate lifeform, I could have... frozen time or done jujutsu on him. Taken the gun out of..."
Monster,"Arrrghh, get this shit outta here!"
Shadow,"Dang. Sucks to be those guys. (he turns away from the city) Anyway, back to brooding."
The Devil,"Shadow... It's me, the Devil!"
The Devil,I'm here to convince you to do sin! Come with me. Steal candy from babies and small businesses. I'm not talkin' about Walmart-
Shadow,I will never do such a thing! I'll sin in my own way.
The Devil,"Okay, bye."
Shadow,"(grunts) Okay, fine, fine! I'll sin, I'll sin, I'll sin!"
Shadow,"(to himself) Works every time. (voice cast snickering) My sin is lying... to the Devil. I've outsmarted you once again, and I didn't even have to play chess this time."
Shadow,"(starts walking towards them) I can't walk, right?"
Shadow,"(talking over each other) Oh, you know, just doing that thing. Hayoop! (leaps)"
Shadow,Ah. I kicked them so hard they turned into dogs.
The Devil,"Hey, Shadow. It's me again. I have a fun new sin idea."
Shadow,"(looks behind) Hey there, Devil!"
The Devil,Yeah!
Shadow,"Hey, by the way, what's your name?"
The Devil,"I don't know. I feel like that's kind of... eh self-explanatory. You know, from Christianity. (voice cast giggles) You ever been to church? You ever read a bible? I'm from tha- I'm that one. I'm that Devil. So here, I want you to sin because that's my whole prerogative. I feel like it's a pretty simple premise."
Shadow,What kind of sin is necessary?
The Devil,"Any kind of sin, most actions are sinful. COME WITH ME!"
Troop,"(computer noises) Dude, I'm working, I'm playing solitaire. Hey, don't worry about it."
GUN Captain,Sir! That guy's playing solitaire right down there! I can totally see it from over here. You bet- you ch- are you seeing this?
Commander,"Yeah, I'm seeing it. Get him out of here!"
GUN Captain,"Well, I don't know-"
Commander,This is a pinball place!
GUN Captain,"Ar- are you okay? I mean ya- you might want to talk to me, you want to look over, you know it's kind of uh... improper."
Commander,I don't have to turn to look at anyone. You see this heterochromia right here? (turns around)
GUN Captain,(freaks out) Whoa!
Commander,"My eyes, they're different colors, and I can see in the past and the future."
GUN Captain,"Oh okay, well-"
Commander,"I already knew he was playing solitaire! I let him in here, it's a joke!"
GUN Captain,"(leaves) Okay well I guess I'm gonna go, bye!"
Commander,"All right, don't you come back here, all right? Unless you're gonna bring me a new game to play."
President,"(inner monologue, constipated voice) No one's calling my phone. My reign of presidency will come to an end very soon. (walks to desk) I've eaten nothing but drywall for the past 3 years. (voice cast cracks up) I've started to see vermilion red outside."
President,"Bring me... Canes, Raising Cane's immediately. I need it, stat!"
Voicemail,"Your call has been forwarded to an automatic voice message system. 69 69 420 is not available. After the tone, please record a message."
President,"(looks at photo of Sonic the Hedgehog and Shadow at the White House, talking over the voicemail) Sonic and Shadow would have answered the call. They would have been here to kill me immediately."
Voicemail,When you have finished recording...
President,(walks back to the window) Finally putting me out of this miserable existence on this fucking goddamn state. I hate it here. The sun doesn't lessen in brightness.
Shadow,"Ha! All right, lets see, the best way to sin would be... killing the President!"
Shadow,"New idea, adultery!"
Eggman,"Shadow, I don't what you're thinking of doing, but I'm gonna stop it right here!"
Shadow,"You know exactly what I'm thinking of doing, Eggman!"
Eggman,"My sin is about to be murdering you. Get away from me. Do you see what I've become? Do you see what I've created? I've turned the sky into a Fuchsia Windows background. I killed the Deku Tree there, I AM THE EGG CRACKER! (voice cast laughs)"
Shadow,"Hm, seems like your true sin is coveting my Awesome Swag."
Eggman,Damn it!
Shadow,Ha!
Eggman,"Ow, Fuck! I'll kill you! (Shadow loses rings) Argghah!"
Eggman,"Wait, that's my gun!"
Shadow,"...and now it's my gun! (fires gun) Pow, pow, pow!"
Eggman,Not my gu- (coughs) Stop!
Shadow,The sound effect on this gun isn't very edgy.
Eggman,(chokes on his own breath)
President,"Something just happened. (voice cast cracks up) (taps on desk) I can feel it. I want someone, please. Hello?! Ah- (get off his chair and runs to the window) WHY WON'T ANYONE ANSWER ME?!! (more laughter) Why does no one call me?"
President,"(inner monologue, constipated voice) What happened to my voice I was doing before? Is that my inner monologue? It seems I have fallen off the path. (outer voice) KA- KUAAEEEEE!!!"
Alfred,"Hey, reference."
President,(screams)
Chase,Oh my god! Holy shit!
Ryan,WHAT?!
Chase,"That's like fucked up, right?"
Commander,"Oh Mr. President, I got you out of there in time."
President,(coughs)
Commander,"Uh, you got really supple shoulders. Sit down."
President,(inner monologue) They're made out of concrete.
President,"(outer voice, constipated voice) They're made of concrete."
Commander,Co- Con-
President,It's my Phoenix Wright cosplay. Do you like it?
Commander,"It's kind of sick, Sir. I thought you'd be more of a Dick Gumshoe guy, but I guess not."
President,"(inhales and sighs) My drip is- (silence, voice cast laughs)"
Commander,"Immaculate, Mr. President. But I brought someone here."
GUN Captain,"Hi guys! I'm here, too. You're the President! That's so cool! I'm like your biggest fan! I like your cosplays, I subscribed to your OnlyFans!"
Commander,(in unison) WHAT?!!
President,Really?
GUN Captain,"Yeah, I got- I'm the top- I do tier one on your Twitch channel, President. Hi!"
President,"Oh God., not another one of these Twitch fans."
Commander,"Oh, you're gonna donate, and donate right now! Where's the money? I wanna see subs, I wanna see donations, I wanna see those little bit things, make 'em rain!"
GUN Captain,Okay! All right! Here's bits for you!
Commander,"Ah, thank you. I'm taking them all right now! I will distribute none of them back to anyone. (voice cast laughs) We appreciate your time."
GUN Captain,Okay! Away I go- (leaves)
Commander,"All right, we got his bits. What are we gonna spend these on? I need to update my audio equipment. (cocks his pistol, exhales) I have updated my audio equipment. (voice cast bursts laughing)"
Shadow,"(inner monologue) Hmm... That look do be bussin' though. (outer voice) Now President, are you ready to die?"
Sonic,"Hey, Shadow!"
Shadow,Sonic!
Sonic,"Long time no see, bud!"
Shadow,"Sonic, you're not killing the President before me!"
Sonic,"Oh no, I wanted to kill the President looong long time ago, ever since he first broke up with me."
Jonathan,I'm a boss. Hey what's up?
Sonic,This is my robot. His name is Jonathan.
Jonathan,Hey what's up? I'm Jonathan.
Shadow,"Ahaha, Jonathan, I AM KILLING YOUR HEDGEHOG CREATOR! YEAH!"
Shadow,UGH!
Jonathan,"YEAH! How do y- how do you like that, buddy? You just got damaged!"
Shadow,Gun! Gun! Gun!
Sonic,NO!
Jonathan,OW OW OH OH JEEZ!
Sonic,You're killing him!
Jonathan,COULD YOU STOP?!
Sonic,You're going on a blood thirsty- You're going on a-
Shadow,MY SIN STICK GOING CRAZY!!!
Sonic,JONATHAN NOOOO!!
Shadow,"You understand now, Sonic? The power of Sinning (reaches the Red Chaos Emerald) and the... red, mauve, vermillion gem, and all of the other ones that just happened to be lying around."
Sonic,"How'd you get those, man? How'd you get those, man?"
Shadow,"Excellent fucking question! (beat) Anyway, time for me to ascend. (cast laughs)"
Sonic,"No, the only one that can ascend... is the Lord, our Savior, Jesus Christ!"
Shadow,"I'm gonna become the one being that's even more powerful — the President of the United States! (voice cast cracks up) For now I will have the power to usurp The Devil himself, and rule H-E Double Hockey Stick..."
Sonic,No.
Shadow,...and then change it to something better; H-E Double GUN! (laughs maniacally)
Sonic,No! NO!
Shadow,(inner monologue) It feels like every day is the same.
Shadow,"Wake up, look at the Fire in the Sky Festival, (outer voice) think about... her- w- wait a minute. What the hell?"
Shadow,"Okay, wait. I think that's..."
The Devil,"Hey there, Shadow. It's me, The Devil. I'm opening up my portal up again. [sic] I just wanted you to know, it seems like you got a little confused last time. You confused sinning with legality; killing the President is actually pretty good. That's gonna get you into heaven. (Doom's Eye projects the hologram of the Devil) Uh... so I'm gonna go ahead and give you another chant at this. [sic] Uh... you did too much good. Basically by killing the President and Sonic the Hedgehog. You basic- you guaranteed yourself a-a-a throne in heaven next to God himself. So let's try this one again."
Shadow,"God damn it! Fine, okay. Why do you want me to sin then?"
The Devil,Bye.
Shadow,"Oh yeah, of course, leave. (multiple explosions happen) Without giving me a goddamn answer!"
Shadow,"(panting) So he has time powers, too. It's pretty cool! I can't wait to get them when I kill him, after I become President. This is such a good story."
Chase,"Let's try that again, baby."
Rouge,"All right, an easy entry job just like any other. (enters passcode on keypad) 8-0-0-8. (the Vault opens) Works every time. They really oughta update the security around here, I'm tellin' ya. (finds Shadow motionless in a stasis machine) What have we here?"
Omega,Intruder. Who's here? (scans Shadow and Rouge) Oh. Is that you?
Rouge,Oh! Hmm.
Omega,"I'm shooting, shooting, shooting."
Shadow,AH!!
Omega,"Destroying sin, destroying sin."
Shadow,"Explosions happen near me 'cause I'm that cool. Hey, hey hey hey hey hey hey hey!"
Shadow,What's up? Omega! Hey!
Omega,I will remove it.
Shadow,Oh god! Omega's become catholic! I have to rip it out!
Omega,Get rid of all the sin.
Rouge,"Whoa, buddy, you gotta cool it! Now listen here."
Omega,Wow.
Rouge,You hear that? Nothin'. That's right. Because you blew it all up! And you are gonna have to pay for that...
Omega,Sadness.
Rouge,...because I came here to take money because I can't afford it. (to Shadow) And you...
Shadow,"Yeah, that's me."
Rouge,...you look like you're gonna be the President of Hell.
Shadow,Hopefully one day.
Rouge,"So how about we all go a vacation here and uh- (pulls Shadow and Omega closer) rough some stuff up, maybe make a little cash on the side. You in? (places their hands on top)"
Shadow,Did you lift me with one hand?
Rouge,I'm not giving you a choice.
Shadow,Are you swole?
Sonic,Looks like we gotta go guys!
Knuckles,"Knuckles, Knuckles, Knuckles, Knuckles."
Shadow,Hm... Maybe we can get them in our voter base.
Rouge,"Well, it's pretty easy, you know. You just gotta, you know, platform..."
Knuckles,"Hey, what are you doing up there? I'm Knuckles."
Tails,What the fuck is that?
Sonic,"Ohoho, hey that's Knuckles. You guys met my friend Knuckles?"
Rouge,"I don't know why they cut me off but anyways, y'know, we just gotta tell 'em a little bit about what we're trying to do, how we're trying to... rough things up-"
Knuckles,How do you feel about gun rights?
Omega,I don't... feel. [shakes his hand and points above]
Sonic,"Oh, he doesn't feel; he's like a robot. That's weird, kinda stereotypical."
Shadow,"Hmm. My feelings on gun rights is that I'm damn right, babyyyyyy."
Sonic,"(through chuckling) Yeah, I think I should have the right to hold the gun! (runs up to Shadow)"
Shadow,(runs to Sonic) I think so too!
Shadow,Man...
Sonic,Hey. (starts laughing halfway through) Remember that one time I said I should have the right to hold the gun?
Shadow,I remember when you said you had the right to hold a gun.
Sonic,"Long time no see, buddy! So, you wanna go find a gun together?"
Shadow,"No, the gun's mine, and mine alone."
The Devil,"Shadow, Shadow, hey, hey, hey, hey."
Sonic,What the hell? Who's this guy?
The Devil,"Yet again, it seems like you have uh, confused legality and sin- Okay, so I'm gonna have to break down the myth of Americana and the uh... the- the... You know what, figure it out yourself! (floats away) I shouldn't explain everything to you."
Sonic,"He, like, just straight up didn't have time to do that. It seems like he really wanted to get into something there. Come with me."
The Devil,"(Doom's Eye turns towards them) Hey, ay, ay, ay, ay, ay! You look, I said you're gonna have figure this out for yourself."
Shadow,"All presidents are clearly evil. They're war crime committing bastards, and I want to become one of them."
The Devil,"Yes, good, I like where your head's at. But I feel like you'll do too good."
Shadow,"Too good at being president? Isn't that good for you, though? I mean, I'm trying to do it by electoralism so I can give people the illusion that there's a choice."
The Devil,"Man, I don't know, that's a little complicated, even for me. The point is just go out and, like, piss on a grave of someone who was a good person."
The Devil,"Here, fight this. This guy- this guy donates to charities. I summoned him fro- from heaven. (Penny loses it) Kill him real quick, and then we'll feel good about-"
Black Bull,I'm the- I'm the charity man!
The Devil,Oh my god.
Sonic,"Whoa! Long time no see, buddy!"
The Devil,Black Bull.
Shadow,"Hmm, Bam-a-lam!"
The Devil,Kill him.
Shadow,(yelling battle cries while attacking Black Bull)
Sonic,"Wait, okay, hold on. I'm kind of struggling with what exactly... it is we're doing here."
Shadow,We're shooting the Black Bull!
Sonic,He said this guy donates to ch- Whoa!
Shadow,"I can stop time, as well! Holy crap, I did a lot of damage with my GUN!"
Black Bull,"(yells in pain) Oh, geez! Come on, man! Why you killing so much? (dies)"
Shadow,Goodbye! I got the piss diamond!
Sonic,Yeah!
Shadow,(walks while singing wordlessly and holding two Chaos Emeralds)
The Devil,"Hey, that was pretty good, you got 16 sin points! So that's about 16 feet under ground, you're gonna have to keep going."
Shadow,"What is this, The Good Place? Come on, just tell me that I can be king of hell already."
The Devil,"I'm not- no, you gotta earn that! Okay, first of all-"
Shadow,Why am I moving backwards when I walk?
The Devil,"I'm the king of hell. That's not gonna change, you fucking weird little rat thing. Second of all, hey, second of all- (Shadow continues walking away) Would you look at me when I'm talking to you?"
Shadow,"(stops walking, turns around) No, I'm disrespecting you."
The Devil,"Tha- Well, that's just mean! That's kind of, like, antithetical, 'cause I'm the one you're trying- if you're disrespecting the devil, then, like..."
Shadow,Die.
The Devil,"Wh- look, we're trying to figure out ethics here from a moral standpoint. It's difficult, you're making me think about this way more than I ever have. Come with me!"
The Devil,Welcome to rat zone.
Shadow,"Urgh! Oh God, rats! I love rats."
Shadow,(flashback) ...hot sauce on everything.
Shadow,(present) Why did my brain go-
Eggman,"(flashback) Red stripes, jet boots!"
Shadow,"Wait, I have jet boots! That's badass! I should use them more often. (rat squeak) I think I heard... a rat. I'm gonna go give him a hug."
Shadow,"Are you up here, rat?"
Shadow,"What the fuck? (voice cast laughing) (gasps) Back handspring! (does a backflip) Huh? (sees 13 clones) Ooh, a clone of myself!"
Shadow Clones,"Ooh, a clone of myself!"
Shadow,"Oh, this leads to so many questions."
Eggman,"(appears in his Egg Mobile) Oh, a clone of yourself, isn't that pretty cool? I made all of these because I want them to take over Apple."
Shadow,"That's cool, I suppose. (voice cast laughs again) Can I have one for... personal reasons? Not what you think, though! Sicko! (sighs) He thinks I'm a pervert now. (voice cast laughs again)"
Eggman,(flashback) HAVE YOU BEEN TALKING ABOUT MY FUCKING DICK AGAIN??! OH MY GOD. WHEN I SEE YOU! IT'S ON. SIGHT. Shut the fuck up. Shut the FUCK up. Everybody's fucked my wife!
Shadow,"Wait! It's not because of the clone thing! It's because I pissed on his wife that he thinks I'm a pervert! I remember that! Do you remember that, ...Other Shadow?"
Shadow Clones,"Ooh, a clone of myself!"
Shadow,"Okay, I'm not really liking these clones anymore. All they do is say a clone of myself, which is weird. (Mar laughs)"
Eggman,"Oh, Jesus Christ."
Egg Pawn,"What are you watching, sir?"
Eggman,"It's the Incredible Hulk movie. I don't know, like, what happened. There's demons and they've ruined everything in the 2022-"
Egg Pawn,This movie really fuckin' sucks.
Eggman,This- the 2022 release is so shitty.
Egg Pawn,"You gotta get a new movie for movie night, please."
Eggman,"Oh my God, my mustache looks like fucking grass. Please get me some more mustache cream immediately!"
Egg Pawn,"(all Egg Pawns run out of the room) Okay, yes, sir! More mustache!"
Shadow,"(groaning) So bad... CG abomination... ruined... (gets up) these images in my head... Oh well, time to go to this ancient Aztec temple, with a loop-de-loop in it."
The Devil,"Ah, bing-bong, hey, what's up, you're doing a bad job."
Shadow,I know I'm doing a bad job!
The Devil,"Yeah, okay, so self... like... fucking adultery, people often get that... li- like, they think it's sinful. That's kind of like Christian ideology, I don't really agree with that. You're still sitting at 16 sin points for killing Black Bull. I really need you to up the ante, bud. I want you down in hell, I want you to be a middle manager. We can really do great- (notices Eggman's fleet ahead) What the- what the fuck is that? Do you see that? Is that... King Koopa What the fuck is that?"
Shadow,"Uh, Close, it's Eggman."
The Devil,"Oh, okay. From Sonic?"
Shadow,"Yeah, from Sonic."
The Devil,"Oh, okay. I know where we are."
Shadow,From So- (gasps)
Eggman,(through speakers) I'm gonna be the king of sin! It'll be me!
The Devil,"He's got a lot of sin points, dude. You're gonna have to catch up. Bye! (Penny laughing)"
Shadow,Fuck!
Omega,"I'm here now. I guess we're going to get your sin points up. First, get me an edible."
Shadow,Did you teleport me from the Aztec place to here?
Omega,"No, we walked. What are you talking about?"
Eggman,You stupid bitches. (laughs evilly) You really thought you were gonna get more sin points than me? Do you know how many people have been killed?
Omega,(ready to fight) Hey!
Shadow,"(stopping Omega) Well, you know what they say: if you kill someone, you get all of their sin points."
Eggman,"Yeah, duh, you idiot! That's what I just said!"
Shadow,"Yeah, so I'm gonna kill you."
Eggman,You're fu- what? Wait a minute. I don't- I don't wanna die yet. Wait.
Omega,Engaging sin-sucking mode. (voice cast laughs)
Eggman,"I'm gonna cru- I'm gonna crack you wide open, you're dead!"
Shadow,"All right, Omega, be ready to suck the sin out this boy!"
Omega,Engaging suck apparatus.
Eggman,(groans)
Shadow,(sighs) Looks like we're in hell.
Eggman,That's right. Now we're gonna battle in hell! (voice cast laughs hard) I have my Hell Spider. Do y- do you see these people on the screen? These are all the people I've killed!
Omega,Give us the rest of your sin.
Shadow,This is the coolest fucking moment of my afterlife! I'm not gonna let you ruin it with your stupid egg-shaped dick!
Eggman,"Listen to me! I am in no relationship, I am neither single or taken! I am a gamer and I am in hell! Do you understand me? I rule this land!"
Eggman,"Welcome to the casino, bitches! I want big slots, big numbers, big numbers, big numbers! Heh, if you live in Baltimore, fuck you!"
Omega,What do we win?
Shadow,"Of course! The ultimate evil in the world, gambling!"
Eggman,Gambling!
Eggman,Bombs?
Omega,I don't want that.
Eggman,"Here, they're yours, my friend! Wait-"
Eggman,"(coughs) Here, hold the- WHOA!"
Mar,"Oh, my God!"
Chase,Bro sat on his own nuts!
Rouge,So platforming on gun rights clearly didn't work out.
Omega,"Hold on. What's behind us? Uh- beep boop, gonna push out my eyes."
Rouge,"I mean, I think it's nothing! I think we're mostly looking forward, here!"
Eggman,"Well, if it isn't Rouge the Bat, Shadow the Hedgehog-"
Eggman,"I'm gonna roll big numbers, baby. I'm playing at the poker table! I just lost $300,000, but it's okay 'cause I won $700. Please don't form a gambling addiction. Don't be like me. (voice cast wheezes) It's over for me."
Shadow,And now it is over for you. (reaches the Red Chaos Emerald)
Omega,We've acquired the sin of gambling.
Shadow,"Any last words, Robotnik? (other Emeralds float around him)"
Eggman,(burps) I'm dying. (voice cast laughs) It all hurts. Oh god-
Shadow,"Not the best choice of last words- (Omega interupts) Oh, I'm sorry?"
Omega,Can I have the green one when you're done?
Shadow,"Of course you can, Omega."
Omega,Sweeeeet.
Eggman,"Shadow, the power, it's too- you can't rule over hell; you're not strong enough! That's why I built those robots!"
Shadow,"Oh yeah? Well, watch this. I'm gonna do it anyway, and then you'll be all like... (silence) because you'll be dead. (voice cast laughs)"
Omega,You tell him.
Shadow,"And then, you'll get to hell, and look up, and you wanna know what you'll see? My heels in your face."
Omega,"Get he ass, you're getting roasted. Absolutely blasted. Destroyed."
Eggman,You don't even know...
Eggman,AAAAAAAAAAAAAH!
Shadow,"Every day feels the same. (voice cast laughs, the newspaper flies and lands on his leg again.) I wake up, I brood, I see the Fire in the Sky Festival, I think about her-"
The Devil,"♫Ding-a-ling, cocksucker!♫ Okay, you can't do that to hell and get away with it. I had to roll back time. Do you know how much of a fucking logistical issue it is when you destroy hell? That's my house, dude! What the fuck were you thinking?"
Shadow,"Oh, I'm sorry, are you mad? Are you big mad? Are you angy?"
The Devil,"Yes, I am! Can you not tell by my tone of voice? I need you to get sin points, but do it without fucking over my- okay, you know what? Fuck you, you're going to space!"
Shadow,Hm...
The Devil,(appears behind Shadow) Maybe you could do some interstellar crime space... sin shit.
Shadow,(turns head around to The Devil) What's a crime in space?
The Devil,"You just turned your head around like 360 degrees like an owl that was fucking cool! That scared the shit outta me, don't do that again."
The Devil,"Uh.. Go fuck that thing up, all right? Eggman, you can- you can accrue uh.. sin points from Eggman without directly killing him."
Shadow,That sounds like a weird loophole-
The Devil,"Hey look, it's you."
Shadow,"Hold on, Maria."
Maria,"Oh, my God! What's that?"
Heavy Dog Pilot,"You gotta stop- we're gonna stop Shadow from uh.. being... super fucking evil, get all the points, 'cause we gotta kill him right now."
Maria,Evil? What is this man talking about?
Heavy Dog Pilot,Stop!
Maria,You've been nothing but a kind soul since I've known you.
Maria,"Remember when I died, and you saved me? Remember?"
Shadow,"(present) Maria, you don't know about my sin total."
The Devil,"♫Wee-oo, wee-oo♫. Hey, I'm in your flashbacks now. It turns out you didn't save her, you did a very bad job. That's embarrassing for you, buddy."
Shadow,"Wait, were you Maria?!"
The Devil,"What? No, I'm the devil. Heavy Dog! (Penny laughs)"
Heavy Dog Pilot,"Hey, welcome to the Heavy Dog! Hey, don't destroy- you know this thing costs, like, millions of dollars, you know?"
Shadow,"You wanna know how much I cost? 69 cents, baby!"
Maria,"Shadow, that's a dog! Why are you killing that? No!"
Heavy Dog Pilot,"Oh, my God! Well, what's another hundred billion dollars off the US government, you know?"
The Devil,"That was kickass, dude!"
The Devil,"Okay, that was, like, awesome. Not a sin. You did just waste military money, which is super funny. Uh, you're really, really bad at this."
Shadow,Your standards are so fucked!
The Devil,"Are you sure you're evil? 'Cause, like, I'm pretty sure you're gonna go to heaven at this rate, bucko. That's, like, impressive. I know my friend, Jeezy C up there, He would love you. Uh, I'm kind of running out of ideas, bucko, I- I don't even know that that many sins exist. Um, let me think. You could get a j- internship at Disney."
Shadow,Disney?
The Devil,"Yeah. They made Beauty and the Beast, you ever seen that movie? It's pretty good. (sniffs)"
Shadow,The remake or the original?
The Devil,"Are you talking about Belle, the anime? It wasn't really a remake, it was more of an interpretation..."
Shadow,"No, th- the live action one!"
The Devil,"...to tell a different story. I- I'm getting kinda getting carried away. Uh, There's a lot of sin in this world. I'm sure-"
The Devil,What- is that an alien?
Shadow,They're loyal to me.
The Devil,"That's kickass, dude! All right, I'm excited to see where this goes, then!"
Shadow,And I'm gonna use them to take over hell.
The Devil,"Okay, don't do that."
President,You come in here with a tier-two and tier-three sub... right next to you? Goodbye.
Preisdent,Do you see what's happening outside? Do you see this phone in front of me? I hate him. The parasocial relationship that he's built.
President,I don't want them to call me! I want the world to end!
